PetID,PetType,Breed,AgeMonths,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,AdoptionLikelihood
1224,Dog,Golden Retriever,160,Black,Medium,12.6255819187094,0,0,60,14,0,0
554,Dog,Golden Retriever,23,White,Small,26.127080834222205,1,0,63,206,0,1
1624,Dog,Golden Retriever,152,Brown,Small,18.11369477186972,1,1,14,319,1,0
1608,Cat,Persian,32,Brown,Small,16.130553547936522,1,0,69,91,0,0
1851,Bird,Parakeet,34,Orange,Small,8.656372536084898,0,0,77,44,0,0
1312,Cat,Siamese,87,White,Small,18.49872215438713,1,1,87,120,0,0
924,Dog,Poodle,121,Black,Small,15.742309139373177,1,0,24,234,0,0
586,Rabbit,Rabbit,163,Brown,Medium,3.288965796113957,1,0,78,330,0,1
686,Dog,Golden Retriever,101,Black,Large,12.705150962827016,1,1,39,101,1,0
610,Dog,Golden Retriever,163,Black,Small,23.5744237966606,1,0,22,66,0,0
1434,Bird,Parakeet,150,Black,Small,4.237441952485787,0,0,45,215,1,0
2123,Dog,Golden Retriever,178,Black,Large,15.187667105933771,0,0,79,251,1,0
1814,Cat,Persian,64,Black,Large,20.136226138042133,1,0,66,319,0,0
1993,Cat,Persian,84,Brown,Small,3.725736953081459,1,1,67,364,0,0
1122,Rabbit,Rabbit,169,Orange,Medium,15.552790890674816,0,0,87,480,0,0
2151,Cat,Siamese,174,Black,Medium,25.377505060422564,1,0,18,149,0,1
1342,Rabbit,Rabbit,147,Gray,Small,16.526986729832565,1,0,53,40,0,0
1275,Cat,Persian,76,Orange,Large,6.15851406835823,1,0,45,413,0,0
2410,Dog,Golden Retriever,153,White,Medium,22.72557687211942,1,1,81,330,0,0
1944,Dog,Golden Retriever,8,Gray,Medium,15.881930473586367,0,0,63,145,0,1
2015,Bird,Parakeet,73,Brown,Medium,5.064797568099181,1,0,31,300,1,1
1770,Rabbit,Rabbit,52,Brown,Small,23.17466360580925,0,0,81,471,0,0
1040,Cat,Siamese,57,White,Medium,29.51822939335661,1,0,63,224,0,1
2280,Bird,Parakeet,93,Gray,Medium,4.870597499181725,1,1,56,101,0,0
1627,Cat,Siamese,156,Brown,Large,2.1013030595185893,1,0,50,58,0,0
854,Bird,Parakeet,149,White,Small,6.639442056287098,1,0,62,381,1,0
1346,Rabbit,Rabbit,113,Gray,Small,24.903771591763363,0,0,52,167,0,0
1378,Dog,Labrador,9,Brown,Medium,17.98252086734571,1,0,17,362,0,1
2471,Cat,Siamese,134,Gray,Medium,29.34526548369869,1,0,41,175,0,0
1192,Bird,Parakeet,11,Brown,Medium,13.4386498253176,1,0,72,272,1,1
861,Bird,Parakeet,86,Gray,Large,3.224978584224661,0,1,60,44,0,0
2464,Rabbit,Rabbit,33,Gray,Medium,19.37045945783741,1,1,76,422,0,0
1352,Cat,Siamese,102,Brown,Small,24.4185514065418,1,0,3,274,1,0
1563,Dog,Labrador,51,Orange,Large,12.65259029944916,0,0,42,90,0,0
1827,Bird,Parakeet,26,Gray,Medium,17.08994809859588,1,0,89,329,0,1
839,Bird,Parakeet,32,Brown,Large,21.39279375848912,1,1,62,293,0,0
1580,Bird,Parakeet,81,Orange,Small,15.667412182207116,1,0,14,366,1,0
751,Bird,Parakeet,34,Brown,Large,8.062321828086553,1,0,66,484,0,0
2245,Rabbit,Rabbit,66,Brown,Small,1.1892369024377227,0,0,53,279,1,0
1792,Bird,Parakeet,173,Brown,Medium,19.224262038612512,1,0,56,171,0,1
1648,Bird,Parakeet,162,Black,Medium,21.99568576283505,1,0,56,489,1,1
1971,Cat,Siamese,179,White,Small,13.51814621016972,1,0,33,477,0,0
1842,Bird,Parakeet,133,Orange,Large,20.429127798803044,1,0,57,27,1,0
639,Cat,Persian,68,Black,Medium,24.806657194777006,0,0,81,20,0,0
1884,Rabbit,Rabbit,136,Brown,Small,4.56473451997021,1,0,4,400,1,0
2158,Cat,Siamese,54,Black,Large,6.495214231088522,1,0,54,243,1,0
1706,Rabbit,Rabbit,87,Gray,Large,22.930774104670185,1,0,51,425,0,0
1289,Bird,Parakeet,176,Gray,Large,4.311329626876833,1,0,69,226,0,0
1639,Cat,Siamese,171,Black,Large,10.32471313953827,1,0,27,478,0,0
1284,Bird,Parakeet,175,Brown,Small,26.583966379582726,1,0,32,366,0,0
926,Dog,Golden Retriever,75,Orange,Large,8.717130728909677,0,0,75,289,0,0
816,Bird,Parakeet,2,Orange,Medium,18.59699397881877,1,1,5,474,1,1
1366,Rabbit,Rabbit,124,Black,Medium,4.608592030455901,1,0,7,314,1,1
923,Rabbit,Rabbit,162,Gray,Medium,22.25344613363305,1,0,71,14,0,1
1314,Rabbit,Rabbit,67,Brown,Medium,5.550600889079588,0,0,65,315,0,0
1067,Cat,Persian,44,Brown,Medium,11.424474033764364,0,0,65,191,0,0
677,Cat,Siamese,7,Gray,Medium,25.634468467928105,0,0,36,296,0,1
1034,Dog,Poodle,4,Black,Medium,26.848104132587213,1,0,20,334,1,1
2285,Bird,Parakeet,1,Orange,Medium,2.346576009001557,1,0,72,367,0,1
2222,Bird,Parakeet,8,Brown,Medium,22.44902885493685,0,0,2,455,0,1
1027,Cat,Siamese,49,Brown,Small,5.746594248162108,1,0,2,158,1,0
1476,Bird,Parakeet,56,Brown,Medium,12.099146548215368,0,0,35,137,1,0
632,Bird,Parakeet,25,White,Medium,28.413904167297463,1,0,12,259,0,1
1126,Dog,Poodle,17,Black,Medium,9.322617184674757,0,1,71,425,0,0
2461,Bird,Parakeet,163,White,Small,2.089017281741323,1,0,64,181,1,1
2453,Rabbit,Rabbit,32,White,Small,18.66183939650056,0,0,52,306,0,1
508,Bird,Parakeet,49,Brown,Medium,24.59759785196193,1,1,69,405,0,0
2217,Cat,Siamese,80,Gray,Large,8.740079354864383,1,1,34,268,1,0
1621,Dog,Golden Retriever,100,Brown,Large,14.34185938567929,1,0,17,9,0,0
2175,Cat,Siamese,3,Gray,Small,4.031308748395133,1,0,86,172,1,1
756,Dog,Poodle,87,Orange,Large,17.40651875605614,0,0,10,155,0,0
629,Bird,Parakeet,131,Brown,Large,15.18909857049649,1,0,51,244,1,0
1539,Rabbit,Rabbit,82,Orange,Large,20.179154056432868,0,1,74,40,0,0
1010,Rabbit,Rabbit,3,White,Medium,14.02341838760729,0,0,65,412,1,1
2458,Bird,Parakeet,83,Gray,Small,4.134247316325261,1,0,34,231,1,0
1699,Dog,Golden Retriever,49,Orange,Medium,3.032942927755818,1,0,74,314,1,1
1766,Bird,Parakeet,147,Brown,Small,17.51481892522731,1,0,66,446,0,0
2020,Cat,Siamese,87,White,Large,22.03886298644912,1,1,81,139,1,0
987,Cat,Siamese,113,White,Large,9.356771163634589,1,0,68,345,0,0
1165,Cat,Siamese,120,White,Medium,3.062210538189667,1,0,56,5,0,1
2291,Cat,Persian,87,White,Small,26.790244037921266,1,0,43,480,0,0
841,Bird,Parakeet,174,Orange,Small,19.304454263742063,1,0,89,487,0,0
757,Rabbit,Rabbit,88,Black,Small,1.4440070121802575,1,0,33,155,0,0
2320,Rabbit,Rabbit,23,Orange,Small,9.360578332073432,0,0,8,122,0,0
2037,Bird,Parakeet,21,Black,Medium,28.627513128473197,0,0,48,411,1,1
803,Rabbit,Rabbit,126,Black,Large,27.18780833129154,1,1,49,481,1,0
1057,Bird,Parakeet,86,Orange,Large,16.575420212113002,1,0,66,314,1,0
1854,Bird,Parakeet,4,Gray,Small,29.206171528544026,1,1,70,138,0,0
2336,Dog,Labrador,15,White,Large,20.74659916590029,1,0,21,482,0,1
2091,Dog,Labrador,7,Orange,Large,25.81207792819134,1,0,71,142,1,1
1629,Dog,Golden Retriever,7,Gray,Medium,14.977599417965772,1,0,6,474,0,1
2198,Cat,Siamese,101,Black,Medium,25.64818725073699,1,0,38,498,0,1
942,Rabbit,Rabbit,149,Brown,Medium,28.846324099101917,1,0,15,457,0,1
1309,Rabbit,Rabbit,148,Black,Small,15.82883360408785,0,0,34,415,0,0
2226,Bird,Parakeet,171,Gray,Small,19.00374530167086,0,1,28,158,1,0
2497,Cat,Siamese,119,White,Medium,8.077856318050287,1,0,51,31,0,0
710,Rabbit,Rabbit,58,Black,Large,9.100845073020226,0,0,34,413,0,0
878,Rabbit,Rabbit,165,White,Large,20.279721730771858,1,0,29,422,0,0
2437,Rabbit,Rabbit,70,Gray,Medium,13.047731471530165,1,1,17,137,0,1
1641,Bird,Parakeet,139,Brown,Large,29.888747101937632,0,0,3,376,0,0
894,Cat,Siamese,144,Gray,Small,13.97750718650242,0,0,54,39,0,0
2446,Dog,Poodle,112,White,Small,24.52153013980749,0,0,18,89,1,0
772,Cat,Siamese,152,Gray,Medium,12.129401281344869,1,0,38,465,0,1
2181,Rabbit,Rabbit,161,Orange,Large,11.317448441819144,1,0,14,334,0,0
1988,Dog,Poodle,17,White,Small,6.658155780702091,1,0,42,163,0,1
1581,Bird,Parakeet,169,Black,Large,1.521655815599242,1,0,29,480,0,0
1886,Cat,Siamese,126,White,Small,20.59043868998165,1,0,30,97,1,0
1921,Rabbit,Rabbit,30,Gray,Small,25.3988518511754,0,0,20,407,0,0
2162,Bird,Parakeet,155,White,Medium,11.071342318427565,1,0,55,366,0,1
2335,Rabbit,Rabbit,122,Black,Small,25.81886430659321,1,0,42,254,0,1
2012,Dog,Labrador,130,Brown,Large,17.894498367229524,1,0,79,96,0,1
1206,Dog,Golden Retriever,104,Brown,Small,12.441982749159822,0,0,66,496,0,0
1835,Dog,Labrador,25,Brown,Medium,19.942428485576563,0,0,56,393,1,1
2329,Rabbit,Rabbit,147,Brown,Small,8.644557754399562,1,0,3,35,0,1
1403,Dog,Golden Retriever,12,White,Small,6.81833061425063,0,1,36,421,0,0
1216,Dog,Poodle,27,Orange,Medium,26.35977799522563,1,0,55,222,0,1
1682,Dog,Labrador,101,Black,Large,2.345683694438644,0,0,70,475,0,0
1268,Bird,Parakeet,172,Brown,Large,14.748960199425742,1,0,41,3,1,0
907,Rabbit,Rabbit,128,Brown,Large,2.743148126273479,0,0,65,471,0,0
961,Bird,Parakeet,158,White,Medium,10.754026074751875,0,0,53,108,1,0
1507,Dog,Labrador,41,Black,Medium,13.01548340658602,1,0,35,58,0,1
1110,Rabbit,Rabbit,117,Orange,Small,14.11823811588277,0,0,18,46,0,0
1183,Cat,Siamese,6,Orange,Medium,15.42835016479613,1,0,18,282,0,1
1958,Rabbit,Rabbit,137,Orange,Large,18.87136717655356,1,1,34,203,0,0
853,Cat,Persian,141,Orange,Medium,10.923405767001066,1,0,89,386,0,1
2422,Bird,Parakeet,15,Orange,Large,17.361648962163613,0,0,2,395,0,0
949,Cat,Siamese,17,Black,Medium,7.040052579452828,0,0,24,28,1,1
2148,Bird,Parakeet,57,White,Large,18.47282954366713,0,0,31,153,0,0
2008,Cat,Persian,13,Gray,Small,9.45103902160541,1,0,24,203,0,1
1349,Cat,Siamese,88,Gray,Large,3.8931431733824295,1,0,69,317,0,0
963,Dog,Golden Retriever,147,Black,Small,3.984247561918018,0,0,22,205,1,0
2257,Rabbit,Rabbit,10,White,Small,19.55348084554225,1,0,76,125,0,1
2086,Cat,Persian,134,Gray,Medium,28.31267850145452,0,0,10,309,1,0
1408,Cat,Siamese,149,Brown,Medium,8.655290071585068,1,0,73,269,0,1
2250,Cat,Persian,101,Black,Large,13.677989437245138,1,0,42,180,0,0
2116,Bird,Parakeet,90,Black,Small,15.155028965939954,1,0,19,203,0,0
2160,Cat,Persian,178,Black,Small,3.67580113232012,1,1,35,397,1,0
1204,Cat,Persian,143,Orange,Medium,3.1125136288107926,1,0,30,102,0,1
577,Dog,Labrador,105,Brown,Medium,12.168077566707693,1,0,30,401,0,1
1675,Dog,Poodle,30,Orange,Small,6.72601569564282,0,0,41,60,0,0
1919,Dog,Golden Retriever,79,Black,Small,15.553367034113514,1,0,80,440,0,0
1798,Cat,Siamese,147,Orange,Small,23.78440534645676,1,0,76,400,0,0
1904,Bird,Parakeet,23,Brown,Large,5.470278205753691,0,0,74,474,0,0
2075,Dog,Golden Retriever,119,White,Small,6.676634856896794,0,0,77,164,0,0
1708,Dog,Labrador,131,White,Small,27.243894524927505,1,0,72,152,0,1
2239,Rabbit,Rabbit,101,Black,Small,3.899572177029524,1,0,42,339,1,0
2299,Bird,Parakeet,22,Orange,Small,3.3475413586483262,1,1,32,238,0,0
2426,Bird,Parakeet,1,Gray,Medium,28.404044845562208,1,0,24,278,0,1
2157,Dog,Golden Retriever,105,White,Small,28.887306442133905,1,0,56,160,0,0
1461,Dog,Poodle,61,White,Medium,25.66483790733493,0,0,29,387,0,0
831,Bird,Parakeet,153,White,Small,21.81824683600593,0,0,73,330,1,0
1395,Dog,Poodle,169,Black,Large,22.32887326166418,1,0,24,414,0,0
1942,Cat,Persian,88,Orange,Small,15.62831763583967,1,0,48,242,1,0
1412,Rabbit,Rabbit,101,Brown,Small,10.52952584491544,1,0,13,445,0,0
1117,Rabbit,Rabbit,61,Brown,Medium,27.84190726651788,0,0,59,278,0,0
1757,Cat,Siamese,139,Orange,Large,1.3286452029301388,1,1,79,360,0,0
1866,Cat,Siamese,83,Gray,Medium,7.853761117793785,1,0,37,99,1,1
698,Cat,Persian,7,Black,Large,15.310919944113452,1,0,6,379,0,1
1740,Dog,Poodle,28,Gray,Medium,26.37464295352689,1,0,27,311,0,1
1008,Rabbit,Rabbit,138,White,Small,22.06280151069572,1,0,87,375,0,0
1145,Bird,Parakeet,86,Gray,Medium,24.73920368082013,1,0,41,41,0,1
1196,Rabbit,Rabbit,152,Gray,Small,2.901793106752453,1,0,22,485,1,0
1249,Rabbit,Rabbit,102,Gray,Medium,15.447762867288876,0,1,50,52,0,0
2147,Bird,Parakeet,102,Gray,Large,24.366659873165485,1,0,58,415,0,0
1572,Cat,Persian,2,Orange,Small,14.172218173192176,0,0,89,446,1,0
850,Rabbit,Rabbit,175,White,Medium,15.031649130963476,0,0,60,236,0,0
2428,Rabbit,Rabbit,122,Gray,Small,17.56520337882913,1,0,45,79,0,0
1468,Cat,Siamese,93,Orange,Medium,25.99437932145844,0,1,4,158,1,0
1159,Dog,Golden Retriever,154,Black,Large,16.210516652350314,0,1,20,488,0,0
2414,Rabbit,Rabbit,102,White,Large,1.4479754042592603,1,0,5,88,0,1
2379,Rabbit,Rabbit,87,Black,Small,7.860469831121901,1,0,71,213,0,1
1750,Bird,Parakeet,98,White,Large,26.29267340711569,1,0,17,390,0,0
1731,Rabbit,Rabbit,17,Black,Medium,22.968903400867767,1,0,40,254,1,1
785,Cat,Siamese,5,Brown,Medium,6.438289464452832,0,0,86,74,1,1
1421,Bird,Parakeet,87,Black,Large,16.53414179011525,0,0,73,214,1,0
1498,Bird,Parakeet,37,White,Small,15.7593116492693,1,1,72,370,0,0
1301,Rabbit,Rabbit,125,Brown,Small,2.870522001910292,1,1,26,45,1,0
543,Cat,Persian,121,Gray,Large,3.429938203899587,1,1,18,233,0,0
1523,Bird,Parakeet,109,White,Small,14.704699738271811,1,1,51,454,1,0
1865,Cat,Siamese,61,Orange,Large,20.186140912818697,0,1,16,494,0,0
1094,Bird,Parakeet,21,Black,Medium,9.271140594946631,1,0,19,461,0,1
2463,Cat,Siamese,58,White,Large,10.109184753591752,1,1,12,203,1,1
1453,Dog,Golden Retriever,105,Gray,Medium,12.008381337001635,1,0,8,246,0,1
1716,Dog,Poodle,127,Gray,Medium,14.22688627321516,1,0,30,236,0,1
738,Dog,Labrador,120,Gray,Large,18.716865237020865,1,1,72,450,0,0
563,Cat,Siamese,121,White,Medium,23.17247964902348,1,1,86,352,1,0
1241,Bird,Parakeet,109,Gray,Medium,7.58902265712813,1,1,30,462,1,0
1790,Rabbit,Rabbit,72,Brown,Small,25.163080950776244,0,0,5,89,1,0
1135,Bird,Parakeet,112,White,Medium,1.8445897646840528,1,1,62,106,0,0
1493,Dog,Labrador,107,Orange,Small,26.738715324066,1,0,73,321,0,1
1737,Dog,Golden Retriever,165,Black,Medium,8.687585893809048,0,0,3,125,0,0
1269,Rabbit,Rabbit,121,Orange,Large,1.119079884026005,0,0,45,137,0,0
2302,Dog,Golden Retriever,68,White,Small,26.134049103582456,1,0,88,143,0,0
1791,Cat,Siamese,116,Black,Medium,27.952819416036,0,0,25,105,0,0
1087,Dog,Golden Retriever,154,Gray,Large,22.564473009257917,1,1,65,479,0,0
2115,Cat,Persian,4,Orange,Medium,28.043546488264493,0,1,87,375,0,0
2048,Rabbit,Rabbit,74,Gray,Medium,6.392075585357153,1,0,77,210,0,1
600,Dog,Poodle,158,Gray,Large,28.101667123033945,0,0,52,321,0,0
1710,Bird,Parakeet,98,Orange,Large,11.041715204507708,0,0,7,378,1,0
1763,Dog,Golden Retriever,70,Black,Small,8.40028463445269,1,0,74,167,0,0
2445,Rabbit,Rabbit,76,Black,Large,9.476788350090288,1,0,34,173,0,0
1242,Bird,Parakeet,119,Gray,Small,12.785782317228868,1,0,37,267,1,0
2118,Cat,Persian,137,Orange,Large,22.293888885390743,1,1,13,366,1,0
1712,Bird,Parakeet,109,Orange,Medium,11.33532447969722,0,1,31,253,0,0
517,Cat,Persian,50,White,Medium,28.98292944355295,1,0,13,109,0,1
732,Cat,Persian,21,White,Large,1.0633401428602145,0,0,65,420,1,0
662,Bird,Parakeet,10,White,Small,25.277696961655742,1,0,74,209,0,1
1853,Cat,Siamese,128,Orange,Small,20.3866421333785,1,0,77,188,1,0
742,Dog,Labrador,130,Gray,Large,8.617422324584052,1,0,70,144,0,1
1746,Bird,Parakeet,147,Orange,Medium,23.04903788202829,1,0,31,59,0,1
1098,Rabbit,Rabbit,87,Gray,Medium,26.56089963737425,1,0,12,60,1,1
1540,Cat,Siamese,146,Gray,Small,12.367943272785306,0,0,66,274,1,0
604,Dog,Golden Retriever,80,Gray,Medium,18.53264919748902,0,1,46,94,0,0
1319,Dog,Poodle,143,Black,Small,13.35754875820208,0,0,52,241,0,0
617,Dog,Golden Retriever,25,Black,Medium,3.3783114950374413,1,0,51,301,0,1
1711,Rabbit,Rabbit,160,White,Small,24.42443950282072,0,0,53,72,0,0
596,Bird,Parakeet,166,Gray,Small,10.819725644266343,0,0,18,155,0,0
2342,Cat,Persian,40,Brown,Large,10.232208641944316,1,0,86,420,1,1
1920,Cat,Siamese,22,Orange,Medium,23.56039129663931,1,0,67,178,1,1
758,Rabbit,Rabbit,173,Brown,Medium,23.63660904880726,1,0,7,375,0,1
1120,Dog,Labrador,28,Gray,Medium,27.46538102215032,1,0,10,420,0,1
672,Rabbit,Rabbit,99,Orange,Medium,10.090843435547065,1,1,66,222,0,0
1789,Dog,Golden Retriever,73,White,Large,13.76643006142879,1,0,39,221,0,0
944,Rabbit,Rabbit,174,Black,Medium,16.15857416796043,1,0,18,364,0,1
1200,Bird,Parakeet,72,Gray,Large,24.44237685244414,0,0,36,145,0,0
652,Dog,Golden Retriever,134,Black,Medium,4.689521721173311,1,0,9,412,0,1
1592,Dog,Labrador,23,Brown,Large,8.911022888295527,1,0,83,351,0,1
2038,Dog,Poodle,13,Black,Medium,12.740936798926183,0,0,14,357,0,1
1754,Dog,Poodle,47,Black,Large,4.001875463177799,0,0,4,497,0,0
759,Cat,Siamese,69,Gray,Medium,11.486612234336295,1,1,3,201,0,0
2000,Dog,Golden Retriever,103,White,Large,18.717825483535385,1,0,36,89,1,0
928,Dog,Poodle,70,Gray,Large,13.37692079362366,1,0,51,251,0,0
721,Rabbit,Rabbit,149,White,Medium,4.1941262046500265,0,1,45,133,0,0
835,Cat,Persian,114,Black,Large,20.48952367465549,0,0,47,250,0,0
1634,Rabbit,Rabbit,148,White,Large,10.283194089171134,0,0,77,96,0,0
1549,Dog,Labrador,84,White,Large,1.4494490129595188,1,0,60,32,0,1
1191,Cat,Persian,51,Orange,Small,12.853569121447308,1,0,64,434,1,0
530,Bird,Parakeet,98,Brown,Medium,27.192530030960786,1,0,5,297,0,1
1316,Cat,Siamese,153,Orange,Medium,10.068685559102285,1,0,67,226,0,1
2180,Dog,Golden Retriever,108,Orange,Small,2.3415956028599987,1,0,47,250,0,0
2284,Bird,Parakeet,114,Black,Medium,13.897921047858365,1,0,51,77,1,1
2357,Dog,Golden Retriever,57,Orange,Large,3.04067512927485,1,1,62,403,0,0
2436,Cat,Siamese,141,Gray,Large,12.574171166667146,1,0,15,242,0,1
1586,Rabbit,Rabbit,45,White,Small,24.06334762238284,0,0,51,329,0,0
1369,Dog,Poodle,19,White,Medium,25.7353818981445,1,0,60,186,0,1
2286,Rabbit,Rabbit,58,Brown,Medium,1.39826245439477,1,1,57,403,0,0
1584,Bird,Parakeet,65,White,Medium,20.95834866282434,1,0,29,77,0,1
1867,Dog,Poodle,123,Orange,Small,3.837853078777051,1,0,18,22,1,0
941,Cat,Siamese,103,White,Small,17.908962848242165,1,0,67,164,0,0
1371,Cat,Siamese,142,Gray,Large,10.372633245863945,1,0,3,85,0,0
753,Rabbit,Rabbit,177,Orange,Large,4.040236668973748,0,0,47,315,0,0
1804,Bird,Parakeet,175,Brown,Medium,3.309963900992264,0,0,60,49,0,0
833,Cat,Siamese,78,Orange,Large,21.25180116710268,1,0,61,131,0,0
1172,Bird,Parakeet,168,Black,Large,28.488039817973,1,0,1,459,0,0
1441,Dog,Poodle,132,Black,Medium,19.23732118798585,1,0,33,257,0,1
1809,Cat,Persian,171,Gray,Medium,4.658439792346687,0,0,47,45,0,0
2395,Bird,Parakeet,54,Brown,Small,12.828595695712512,1,0,44,460,0,0
691,Bird,Parakeet,164,Gray,Small,22.018822273793194,1,0,45,422,1,0
925,Cat,Persian,20,Orange,Small,29.76312198144528,0,1,73,211,1,0
2311,Cat,Persian,147,Orange,Medium,9.657889853482754,0,0,13,423,1,0
1784,Bird,Parakeet,4,Orange,Medium,2.6240669592310044,1,0,78,64,0,1
2108,Cat,Persian,157,White,Large,3.727734786629073,0,0,72,427,0,0
2501,Bird,Parakeet,179,Brown,Small,29.475254346321343,1,0,69,197,0,1
1905,Bird,Parakeet,32,Gray,Large,25.81366626020345,1,0,14,424,0,0
1280,Bird,Parakeet,163,Orange,Small,23.90926050048641,1,0,45,143,0,0
2058,Rabbit,Rabbit,138,Brown,Small,10.413655144811395,1,0,67,162,1,0
1515,Rabbit,Rabbit,46,Orange,Small,11.991169162167784,1,0,70,196,0,0
689,Rabbit,Rabbit,52,Gray,Medium,20.50668596227691,0,0,22,236,1,0
1038,Cat,Siamese,129,Gray,Large,28.92578184481026,0,0,15,196,0,0
2154,Bird,Parakeet,5,Orange,Small,19.51776809465549,1,0,24,267,0,1
2492,Dog,Labrador,22,White,Small,23.75697904020139,1,0,6,183,1,1
1277,Rabbit,Rabbit,21,Orange,Small,13.81532750438885,1,0,79,8,1,1
1381,Bird,Parakeet,120,Black,Medium,22.612003099000795,0,0,22,51,0,0
2052,Rabbit,Rabbit,102,Gray,Large,23.31962275262598,1,0,56,183,0,0
972,Dog,Golden Retriever,109,Gray,Small,3.1904648055503206,1,1,23,328,0,0
574,Rabbit,Rabbit,151,White,Large,10.28164507967344,1,1,27,110,0,0
875,Bird,Parakeet,44,White,Small,13.018587362081613,0,0,80,315,0,0
2393,Dog,Labrador,16,Brown,Medium,4.92199454614854,1,0,9,407,0,1
2267,Dog,Poodle,148,White,Small,14.417947118946984,1,0,54,84,0,0
1060,Bird,Parakeet,14,Black,Medium,14.679264239845075,1,0,49,371,1,1
612,Dog,Labrador,91,Brown,Large,13.973165921163144,1,0,86,320,1,1
909,Rabbit,Rabbit,155,Orange,Small,18.848091191147773,1,0,18,211,1,0
1050,Dog,Golden Retriever,152,Gray,Large,26.349164422749084,1,1,70,342,0,0
1709,Cat,Persian,42,Black,Small,24.71766923903014,1,0,1,437,0,0
1195,Cat,Persian,8,White,Medium,5.343536818746178,1,0,50,482,1,1
1947,Bird,Parakeet,69,Gray,Medium,3.0642268532245005,1,0,37,434,0,1
555,Bird,Parakeet,92,Black,Small,16.10558317497782,1,0,82,17,1,0
1513,Cat,Siamese,77,Brown,Large,9.4829355898899,1,0,46,268,1,0
2002,Bird,Parakeet,41,Black,Small,27.141958056613007,1,0,41,35,0,0
1934,Rabbit,Rabbit,49,Gray,Medium,24.56576653355698,0,0,53,318,1,0
1943,Bird,Parakeet,50,Orange,Small,17.96725667482327,0,0,86,144,0,0
2097,Rabbit,Rabbit,117,Gray,Large,17.63520788034433,0,0,81,418,0,0
511,Rabbit,Rabbit,5,White,Small,29.078056385024254,1,0,60,462,0,1
592,Dog,Golden Retriever,101,White,Large,17.947481726094264,0,0,3,279,0,0
1418,Bird,Parakeet,65,Brown,Small,1.863924616946043,0,0,88,207,0,0
1013,Cat,Siamese,94,Orange,Large,19.848610846810782,0,0,33,71,0,0
2397,Rabbit,Rabbit,16,Orange,Small,26.57519525814033,1,0,67,111,0,1
988,Bird,Parakeet,47,Brown,Small,18.513692866204597,0,0,64,185,0,0
1544,Bird,Parakeet,164,Orange,Small,11.037146504767822,1,1,87,88,1,0
2084,Dog,Poodle,162,Black,Large,14.310121823895116,1,0,73,186,0,0
1218,Bird,Parakeet,107,Gray,Large,8.569823354539595,1,1,50,152,0,0
1558,Bird,Parakeet,105,Brown,Large,7.616811498776268,1,0,6,457,1,0
1328,Cat,Persian,99,Brown,Medium,12.89849128537445,1,0,57,468,0,1
594,Dog,Golden Retriever,49,Orange,Medium,10.888030340412056,1,1,63,116,0,0
1832,Cat,Persian,67,Gray,Large,19.640519951736085,1,1,64,260,0,0
1017,Rabbit,Rabbit,51,Gray,Medium,22.73881424724543,0,0,12,256,0,0
2170,Rabbit,Rabbit,62,Orange,Medium,16.292270708395932,1,0,73,499,0,1
1744,Cat,Persian,164,Brown,Small,15.230136031882536,0,0,44,377,0,0
2295,Rabbit,Rabbit,105,Brown,Medium,28.88009163416774,1,0,46,307,0,1
561,Cat,Persian,108,Orange,Small,28.929729796036277,0,0,66,231,0,0
1231,Rabbit,Rabbit,19,Gray,Large,9.222892316379784,1,0,54,141,0,1
752,Rabbit,Rabbit,8,White,Small,28.018118243011557,1,0,71,159,0,1
1957,Dog,Labrador,147,White,Small,4.369236653368585,1,0,64,118,1,1
1989,Cat,Siamese,175,White,Large,26.885728513280263,1,1,46,418,0,0
598,Rabbit,Rabbit,173,Brown,Small,17.071441879138945,0,0,62,81,1,0
703,Rabbit,Rabbit,133,Gray,Small,2.788562925007766,0,0,82,24,0,0
1483,Dog,Labrador,43,Orange,Large,9.420678162094594,0,1,68,107,1,0
643,Rabbit,Rabbit,128,Orange,Small,8.758283877201928,1,1,24,193,0,0
2488,Dog,Poodle,172,White,Large,11.02617731359694,1,1,36,322,0,1
814,Cat,Siamese,140,Black,Medium,23.477372209834456,1,0,8,239,0,1
1566,Rabbit,Rabbit,39,Gray,Large,18.889657922990263,1,0,46,465,1,0
1029,Bird,Parakeet,74,Orange,Medium,2.90814831606193,0,0,38,381,1,0
1181,Rabbit,Rabbit,97,Brown,Small,21.22598701676488,1,0,61,139,0,0
1414,Bird,Parakeet,161,Orange,Medium,14.870226357820249,1,0,43,24,0,1
912,Dog,Golden Retriever,112,Orange,Small,20.64643727295923,1,0,49,201,0,0
1940,Bird,Parakeet,38,Orange,Medium,5.365793053804516,1,0,41,276,0,1
1823,Bird,Parakeet,163,Black,Small,24.92027762247646,1,0,47,257,0,0
2047,Cat,Siamese,53,Orange,Small,17.28286036836363,0,1,20,2,0,0
844,Cat,Siamese,149,White,Medium,15.6134777360374,1,0,65,101,1,1
1946,Dog,Golden Retriever,134,Gray,Large,10.649290465531813,1,0,64,321,0,0
2370,Cat,Siamese,128,Black,Large,24.59485605344086,0,0,35,175,0,1
1393,Bird,Parakeet,110,Gray,Large,4.1101581713795365,1,1,65,5,0,0
2044,Dog,Labrador,53,Brown,Small,20.762343347332887,1,0,23,362,1,1
